student_id,gender,age,parental_education,study_time,attendance_rate,previous_grades,extracurricular_activities,internet_access,tutoring,family_support,health,absences,failures,final_grade,pass_fail_status,performance_category
STU_1681,Female,17,Bachelor,3.1,93.6,72.4,Yes,Yes,No,Yes,Fair,3,1,63.7,Pass,Satisfactory
STU_1682,Female,17,Master/Doctorate,4.3,93.7,83.0,No,Yes,Yes,Yes,Fair,3,0,81.5,Pass,Good
STU_1683,Male,15,High School,9.0,76.0,72.3,No,Yes,No,No,Poor,9,0,67.6,Pass,Satisfactory
STU_1684,Male,16,Master/Doctorate,5.1,62.8,74.6,Yes,Yes,Yes,Yes,Good,15,1,67.7,Pass,Satisfactory
STU_1685,Male,16,Master/Doctorate,7.6,86.5,73.4,Yes,Yes,No,No,Fair,6,0,70.0,Pass,Good
STU_1686,Male,20,Master/Doctorate,5.8,70.4,68.2,Yes,Yes,Yes,Yes,Fair,11,0,70.6,Pass,Good
STU_1687,Female,16,Some College,6.0,87.1,87.0,Yes,Yes,Yes,Yes,Fair,5,0,79.3,Pass,Good
STU_1688,Male,17,Some College,8.1,93.2,79.4,No,Yes,Yes,Yes,Good,3,0,81.5,Pass,Good
STU_1689,Female,16,Some College,6.8,86.6,66.6,Yes,Yes,Yes,No,Good,7,0,73.0,Pass,Good
STU_1690,Female,17,Bachelor,15.5,83.7,74.3,Yes,Yes,No,Yes,Good,7,1,69.7,Pass,Satisfactory
STU_1691,Female,16,Some College,3.3,88.9,69.6,Yes,No,No,No,Poor,7,0,68.5,Pass,Satisfactory
STU_1692,Female,16,Bachelor,10.6,63.8,77.9,Yes,Yes,Yes,Yes,Fair,14,1,69.7,Pass,Satisfactory
STU_1693,Female,17,Some College,11.7,90.7,87.3,No,Yes,Yes,Yes,Good,6,0,83.3,Pass,Good
STU_1694,Female,15,Bachelor,16.1,90.8,82.8,Yes,Yes,No,Yes,Good,5,0,81.0,Pass,Good
STU_1695,Male,15,Bachelor,8.2,84.5,78.9,No,Yes,No,Yes,Fair,5,0,75.0,Pass,Good
STU_1696,Female,16,High School,11.1,81.4,72.2,No,Yes,No,Yes,Poor,9,0,68.0,Pass,Satisfactory
STU_1697,Male,15,Bachelor,15.4,97.0,85.8,Yes,Yes,No,No,Excellent,1,0,88.1,Pass,Excellent
STU_1698,Female,16,Some College,5.6,75.3,69.5,Yes,Yes,No,Yes,Good,11,0,64.1,Pass,Satisfactory
STU_1699,Female,16,Bachelor,4.7,68.1,50.8,No,No,No,Yes,Fair,16,2,45.0,Fail,At Risk
STU_1700,Male,18,Some College,8.4,89.2,77.9,No,Yes,No,Yes,Poor,5,0,79.0,Pass,Good
STU_1701,Female,17,High School,7.0,88.4,71.0,No,Yes,No,Yes,Excellent,5,1,61.3,Pass,Satisfactory
STU_1702,Female,17,Master/Doctorate,11.2,89.2,85.0,Yes,No,Yes,Yes,Good,5,0,86.0,Pass,Excellent
STU_1703,Female,16,High School,3.5,78.4,66.5,No,Yes,Yes,Yes,Good,8,0,61.9,Pass,Satisfactory
STU_1704,Female,19,Bachelor,14.9,81.3,90.5,Yes,Yes,Yes,Yes,Good,7,0,85.9,Pass,Excellent
STU_1705,Male,17,Some College,9.0,90.0,80.8,No,Yes,No,Yes,Excellent,6,0,73.5,Pass,Good
STU_1706,Female,15,Some College,6.8,95.8,72.5,No,Yes,No,Yes,Excellent,2,0,68.8,Pass,Satisfactory
STU_1707,Male,17,High School,7.9,75.4,65.8,Yes,Yes,No,Yes,Good,9,0,62.2,Pass,Satisfactory
STU_1708,Female,16,Some College,13.1,82.1,76.4,No,No,Yes,Yes,Good,6,0,79.9,Pass,Good
STU_1709,Male,16,High School,10.2,63.1,62.6,Yes,Yes,No,Yes,Poor,16,1,56.4,Fail,Satisfactory
STU_1710,Male,17,None,7.8,97.0,76.9,No,Yes,No,Yes,Excellent,1,0,72.3,Pass,Good
STU_1711,Male,18,High School,7.0,79.4,54.9,Yes,No,Yes,No,Good,9,2,47.9,Fail,At Risk
STU_1712,Female,17,None,7.2,75.5,66.1,No,Yes,No,No,Fair,13,0,62.1,Pass,Satisfactory
STU_1713,Female,18,Master/Doctorate,10.9,80.2,76.8,Yes,Yes,No,No,Excellent,7,0,75.7,Pass,Good
STU_1714,Female,21,Master/Doctorate,6.7,71.3,77.8,No,Yes,No,Yes,Excellent,10,0,76.1,Pass,Good
STU_1715,Male,16,High School,10.5,93.7,65.6,Yes,No,No,No,Excellent,3,0,66.2,Pass,Satisfactory
STU_1716,Male,16,Bachelor,4.8,83.0,75.7,Yes,Yes,No,No,Excellent,10,0,65.7,Pass,Satisfactory
STU_1717,Male,17,High School,5.2,75.4,59.2,Yes,Yes,No,No,Excellent,11,1,55.7,Fail,Satisfactory
STU_1718,Female,17,Bachelor,7.7,92.1,79.6,No,Yes,No,Yes,Fair,4,0,73.0,Pass,Good
STU_1719,Male,17,Bachelor,7.0,75.8,71.6,Yes,Yes,No,Yes,Excellent,13,1,59.7,Fail,Satisfactory
STU_1720,Male,19,Master/Doctorate,5.4,91.8,79.7,No,No,Yes,No,Excellent,3,0,79.2,Pass,Good
STU_1721,Female,18,Some College,4.0,71.3,72.4,Yes,Yes,No,Yes,Fair,11,0,65.0,Pass,Satisfactory
STU_1722,Female,17,Bachelor,5.0,84.9,70.5,No,Yes,Yes,Yes,Fair,8,0,73.4,Pass,Good
STU_1723,Male,16,High School,16.8,82.0,78.1,Yes,No,No,Yes,Excellent,6,0,75.2,Pass,Good
STU_1724,Male,18,Master/Doctorate,5.4,82.8,70.9,Yes,Yes,No,Yes,Fair,7,0,75.0,Pass,Good
STU_1725,Male,19,None,1.9,83.5,62.8,Yes,Yes,No,Yes,Excellent,8,0,54.3,Fail,At Risk
STU_1726,Female,18,Some College,8.1,92.3,75.8,Yes,Yes,No,Yes,Poor,6,0,73.9,Pass,Good
STU_1727,Male,15,Bachelor,5.4,83.6,83.8,Yes,Yes,Yes,Yes,Poor,7,0,83.1,Pass,Good
STU_1728,Female,17,Bachelor,6.6,78.0,73.6,Yes,Yes,Yes,Yes,Good,11,0,75.2,Pass,Good
STU_1729,Female,15,High School,12.3,73.7,73.2,No,No,Yes,Yes,Fair,9,0,63.4,Pass,Satisfactory
STU_1730,Female,16,Master/Doctorate,6.9,96.9,80.5,No,Yes,Yes,Yes,Good,2,0,92.5,Pass,Excellent
STU_1731,Male,15,High School,6.5,91.5,74.9,No,Yes,No,Yes,Good,5,0,71.8,Pass,Good
STU_1732,Male,17,Some College,5.6,72.7,72.0,Yes,Yes,Yes,Yes,Poor,10,1,66.3,Pass,Satisfactory
STU_1733,Male,17,High School,6.8,86.1,66.1,No,Yes,No,No,Fair,7,0,64.7,Pass,Satisfactory
STU_1734,Female,16,High School,9.6,77.0,52.8,Yes,Yes,No,Yes,Good,10,2,55.5,Fail,Satisfactory
STU_1735,Male,17,Some College,2.5,96.3,78.6,No,Yes,No,Yes,Fair,1,0,80.3,Pass,Good
STU_1736,Female,17,Some College,3.7,84.7,64.4,Yes,No,No,Yes,Excellent,8,0,70.3,Pass,Good
STU_1737,Male,17,High School,9.7,91.1,76.2,Yes,Yes,Yes,No,Good,4,0,79.3,Pass,Good
STU_1738,Female,16,High School,8.0,81.0,73.2,Yes,Yes,Yes,Yes,Fair,9,0,74.7,Pass,Good
STU_1739,Female,17,Some College,5.7,59.9,57.4,No,Yes,No,Yes,Good,16,1,46.6,Fail,At Risk
STU_1740,Female,18,Bachelor,10.0,85.7,77.6,Yes,No,No,Yes,Fair,6,0,76.4,Pass,Good
STU_1741,Female,15,Master/Doctorate,6.3,92.4,74.4,No,Yes,No,Yes,Fair,4,0,78.9,Pass,Good
STU_1742,Male,15,High School,12.2,90.5,70.6,Yes,Yes,No,No,Fair,3,0,74.4,Pass,Good
STU_1743,Female,17,High School,5.6,93.5,68.5,No,Yes,Yes,No,Excellent,2,0,71.9,Pass,Good
STU_1744,Female,19,High School,4.7,70.8,48.3,No,No,No,Yes,Excellent,12,1,42.9,Fail,At Risk
STU_1745,Male,17,None,24.5,83.7,94.1,Yes,Yes,No,Yes,Excellent,7,0,95.3,Pass,Excellent
STU_1746,Female,17,Bachelor,10.9,99.3,90.9,Yes,Yes,Yes,Yes,Good,1,0,96.0,Pass,Excellent
STU_1747,Male,17,Some College,5.1,86.1,75.5,No,Yes,Yes,Yes,Fair,5,0,78.2,Pass,Good
STU_1748,Male,17,High School,6.3,86.1,80.9,Yes,Yes,Yes,Yes,Good,5,0,78.9,Pass,Good
STU_1749,Male,15,High School,5.6,95.7,75.0,Yes,Yes,Yes,Yes,Good,4,0,75.6,Pass,Good
STU_1750,Female,17,None,2.9,92.2,72.4,No,Yes,No,Yes,Excellent,4,0,72.1,Pass,Good
STU_1751,Male,19,Bachelor,6.6,78.1,66.1,No,Yes,Yes,Yes,Fair,8,1,67.6,Pass,Satisfactory
STU_1752,Male,17,Master/Doctorate,8.4,74.7,74.7,Yes,No,Yes,No,Poor,12,1,67.6,Pass,Satisfactory
STU_1753,Female,18,High School,15.1,86.6,78.8,No,No,Yes,Yes,Good,6,0,82.0,Pass,Good
STU_1754,Female,18,High School,7.4,84.6,74.2,Yes,Yes,No,No,Excellent,6,0,73.5,Pass,Good
STU_1755,Male,16,Bachelor,6.0,73.5,60.5,Yes,Yes,No,No,Excellent,9,1,55.3,Fail,Satisfactory
STU_1756,Male,19,Master/Doctorate,16.1,63.1,66.3,No,Yes,Yes,Yes,Good,15,1,69.1,Pass,Satisfactory
STU_1757,Male,15,Some College,14.4,86.6,81.0,Yes,Yes,Yes,No,Excellent,6,0,85.3,Pass,Excellent
STU_1758,Male,17,None,8.4,90.7,77.2,Yes,Yes,Yes,Yes,Good,4,0,75.1,Pass,Good
STU_1759,Male,16,None,8.0,67.8,59.4,No,Yes,No,Yes,Excellent,12,2,44.5,Fail,At Risk
STU_1760,Female,15,Some College,9.5,92.2,85.0,No,Yes,Yes,Yes,Excellent,5,0,86.2,Pass,Excellent
STU_1761,Female,17,High School,5.6,90.3,63.8,No,Yes,No,No,Excellent,6,0,70.9,Pass,Good
STU_1762,Female,16,None,7.8,94.0,75.3,No,Yes,No,Yes,Good,3,0,74.4,Pass,Good
STU_1763,Male,17,Some College,5.4,73.6,75.0,No,Yes,No,Yes,Fair,11,0,70.8,Pass,Good
STU_1764,Female,17,None,14.6,81.1,75.1,Yes,Yes,Yes,No,Good,7,0,72.1,Pass,Good
STU_1765,Male,15,Bachelor,4.8,90.2,79.5,Yes,Yes,No,Yes,Good,5,0,76.7,Pass,Good
STU_1766,Male,16,High School,8.7,97.2,79.0,No,No,No,Yes,Excellent,3,0,77.8,Pass,Good
STU_1767,Male,17,None,9.0,79.2,60.7,Yes,Yes,Yes,No,Fair,7,1,56.6,Fail,Satisfactory
STU_1768,Female,16,Some College,15.2,90.6,75.7,No,Yes,No,No,Fair,5,0,80.2,Pass,Good
STU_1769,Male,18,High School,6.0,96.5,80.4,No,Yes,Yes,No,Excellent,1,0,81.6,Pass,Good
STU_1770,Female,17,Master/Doctorate,5.3,93.3,75.4,Yes,Yes,Yes,No,Fair,3,0,77.8,Pass,Good
STU_1771,Male,18,Some College,10.6,56.9,63.1,No,No,Yes,Yes,Good,17,0,61.4,Pass,Satisfactory
STU_1772,Female,17,High School,9.9,75.6,68.3,Yes,Yes,No,No,Good,12,0,72.2,Pass,Good
STU_1773,Female,17,Bachelor,19.4,68.7,73.5,Yes,Yes,No,Yes,Good,12,2,65.4,Pass,Satisfactory
STU_1774,Male,17,High School,8.5,46.4,49.2,No,Yes,No,Yes,Fair,19,3,30.7,Fail,At Risk
STU_1775,Female,16,Master/Doctorate,14.4,85.6,87.1,Yes,Yes,Yes,Yes,Excellent,6,0,85.3,Pass,Excellent
STU_1776,Female,16,High School,13.6,76.2,68.1,Yes,No,No,Yes,Good,9,1,65.5,Pass,Satisfactory
STU_1777,Male,18,Some College,5.3,90.0,81.6,Yes,Yes,Yes,No,Excellent,5,0,71.4,Pass,Good
STU_1778,Male,17,None,3.2,87.1,60.8,No,Yes,No,No,Good,7,0,57.8,Fail,Satisfactory
STU_1779,Male,18,Some College,6.6,60.1,53.1,No,Yes,Yes,Yes,Fair,16,1,46.7,Fail,At Risk
STU_1780,Male,18,Bachelor,11.9,97.5,97.1,No,Yes,Yes,Yes,Fair,3,0,95.8,Pass,Excellent
STU_1781,Male,18,Bachelor,15.3,89.5,79.1,No,Yes,No,Yes,Poor,7,0,81.2,Pass,Good
STU_1782,Female,19,High School,1.0,54.1,46.0,Yes,Yes,Yes,No,Good,18,2,37.0,Fail,At Risk
STU_1783,Female,17,High School,4.8,90.4,64.5,No,Yes,No,No,Fair,4,0,67.3,Pass,Satisfactory
STU_1784,Female,16,Bachelor,9.5,97.6,89.5,No,Yes,No,Yes,Good,5,0,90.6,Pass,Excellent
STU_1785,Male,17,Master/Doctorate,10.9,83.9,75.8,Yes,No,No,Yes,Good,8,0,75.6,Pass,Good
STU_1786,Male,17,High School,4.4,71.2,57.1,Yes,Yes,No,Yes,Fair,11,1,49.2,Fail,At Risk
STU_1787,Female,17,Some College,5.4,95.7,73.8,No,Yes,No,Yes,Fair,4,0,76.3,Pass,Good
STU_1788,Female,18,High School,2.8,69.9,51.9,No,Yes,Yes,No,Excellent,13,2,39.4,Fail,At Risk
STU_1789,Male,17,Bachelor,17.1,86.5,86.3,No,Yes,No,Yes,Excellent,7,0,88.8,Pass,Excellent
STU_1790,Female,17,High School,8.8,75.8,69.3,No,Yes,No,Yes,Fair,10,0,66.8,Pass,Satisfactory
STU_1791,Male,16,High School,5.4,71.7,61.8,Yes,Yes,Yes,Yes,Fair,13,1,58.0,Fail,Satisfactory
STU_1792,Female,17,Bachelor,14.0,88.0,87.5,No,Yes,Yes,Yes,Excellent,5,0,89.8,Pass,Excellent
STU_1793,Male,16,None,8.8,95.6,77.0,Yes,Yes,No,No,Poor,5,0,75.2,Pass,Good
STU_1794,Female,19,Some College,15.2,95.4,96.3,Yes,Yes,No,Yes,Excellent,5,0,93.5,Pass,Excellent
STU_1795,Male,16,Some College,16.3,84.9,73.8,No,Yes,No,Yes,Poor,8,1,68.9,Pass,Satisfactory
STU_1796,Male,16,High School,4.4,86.3,69.7,Yes,Yes,Yes,Yes,Excellent,7,0,67.0,Pass,Satisfactory
STU_1797,Male,15,High School,14.4,89.5,84.5,No,Yes,No,Yes,Good,6,1,84.4,Pass,Good
STU_1798,Male,17,Some College,14.1,82.4,80.3,Yes,No,Yes,Yes,Excellent,7,0,83.6,Pass,Good
STU_1799,Male,17,High School,10.0,85.5,76.7,Yes,No,No,No,Good,6,0,77.9,Pass,Good
STU_1800,Male,16,Some College,10.4,74.4,73.7,Yes,Yes,No,Yes,Good,12,0,69.2,Pass,Satisfactory
STU_1801,Female,15,Bachelor,8.5,89.6,79.9,Yes,Yes,Yes,Yes,Fair,5,0,81.3,Pass,Good
STU_1802,Male,17,Bachelor,3.9,92.0,84.1,Yes,Yes,No,Yes,Fair,4,0,81.6,Pass,Good
STU_1803,Male,16,High School,3.7,89.2,69.0,Yes,Yes,No,Yes,Excellent,4,0,71.3,Pass,Good
STU_1804,Female,17,High School,17.4,73.4,59.3,No,No,No,Yes,Good,12,1,59.1,Fail,Satisfactory
STU_1805,Male,17,High School,8.8,70.9,65.3,Yes,Yes,No,Yes,Excellent,14,1,59.5,Fail,Satisfactory
STU_1806,Male,17,High School,6.9,92.6,69.2,Yes,Yes,No,No,Good,5,0,71.8,Pass,Good
STU_1807,Male,16,Some College,10.7,75.4,62.7,No,Yes,No,No,Excellent,12,1,62.7,Pass,Satisfactory
STU_1808,Female,20,Bachelor,5.3,91.2,84.6,No,Yes,Yes,Yes,Good,3,0,82.7,Pass,Good
STU_1809,Female,17,None,6.2,88.4,77.4,Yes,Yes,Yes,Yes,Excellent,6,0,78.6,Pass,Good
STU_1810,Male,17,None,8.0,78.2,69.6,No,Yes,Yes,Yes,Excellent,9,1,59.5,Fail,Satisfactory
STU_1811,Male,16,High School,5.8,90.7,71.0,No,Yes,No,Yes,Good,5,0,66.2,Pass,Satisfactory
STU_1812,Female,17,Bachelor,10.2,96.4,80.9,Yes,Yes,No,No,Excellent,3,0,83.7,Pass,Good
STU_1813,Male,15,High School,7.3,90.1,87.3,Yes,Yes,Yes,Yes,Excellent,6,0,84.5,Pass,Good
STU_1814,Male,17,Some College,10.2,92.2,76.7,No,Yes,No,Yes,Fair,3,0,76.9,Pass,Good
STU_1815,Female,20,High School,10.7,85.2,73.5,No,Yes,No,No,Good,6,0,71.4,Pass,Good
STU_1816,Male,17,Master/Doctorate,13.8,87.1,78.2,No,Yes,No,No,Poor,6,0,79.5,Pass,Good
STU_1817,Female,15,Master/Doctorate,6.6,96.8,94.6,Yes,Yes,Yes,Yes,Excellent,2,0,89.9,Pass,Excellent
STU_1818,Female,15,High School,4.3,76.8,75.5,Yes,No,No,Yes,Fair,11,0,67.8,Pass,Satisfactory
STU_1819,Female,17,High School,23.5,89.3,85.2,No,No,Yes,Yes,Poor,5,0,85.2,Pass,Excellent
STU_1820,Male,16,Some College,15.2,84.9,85.6,Yes,No,Yes,Yes,Good,5,0,90.1,Pass,Excellent
STU_1821,Female,15,High School,2.6,77.7,62.0,Yes,Yes,No,No,Good,12,0,59.3,Fail,Satisfactory
STU_1822,Female,18,Bachelor,25.3,67.3,72.2,No,Yes,Yes,No,Excellent,14,2,75.1,Pass,Good
STU_1823,Female,17,Bachelor,5.6,71.9,67.9,Yes,Yes,Yes,No,Excellent,11,1,63.9,Pass,Satisfactory
STU_1824,Male,16,Bachelor,7.4,80.3,55.8,No,No,No,Yes,Good,8,1,56.4,Fail,Satisfactory
STU_1825,Male,19,Bachelor,3.9,93.2,71.4,No,No,Yes,No,Poor,3,0,74.8,Pass,Good
STU_1826,Female,16,High School,8.4,71.5,54.6,Yes,No,No,Yes,Good,12,1,49.3,Fail,At Risk
STU_1827,Female,19,High School,5.7,74.2,65.8,No,Yes,Yes,Yes,Good,10,0,60.5,Pass,Satisfactory
STU_1828,Male,16,Bachelor,4.0,76.8,62.0,Yes,No,No,Yes,Good,10,1,54.4,Fail,At Risk
STU_1829,Female,19,High School,3.5,87.6,75.5,No,Yes,Yes,Yes,Good,5,0,71.8,Pass,Good
STU_1830,Female,17,Bachelor,5.0,95.7,85.4,Yes,Yes,Yes,No,Good,3,0,81.6,Pass,Good
STU_1831,Female,18,High School,11.2,55.5,51.0,Yes,Yes,No,Yes,Good,17,2,47.1,Fail,At Risk
STU_1832,Female,20,High School,10.2,93.6,82.9,No,Yes,No,Yes,Excellent,8,0,77.1,Pass,Good
STU_1833,Female,16,Master/Doctorate,4.5,84.6,74.0,Yes,Yes,No,Yes,Good,7,0,73.9,Pass,Good
STU_1834,Female,20,High School,6.5,90.6,75.0,No,Yes,No,Yes,Excellent,3,0,75.2,Pass,Good
STU_1835,Female,17,Master/Doctorate,12.7,91.6,82.7,Yes,Yes,Yes,Yes,Good,4,0,90.7,Pass,Excellent
STU_1836,Male,17,Master/Doctorate,6.6,91.4,75.7,Yes,Yes,No,Yes,Fair,4,1,75.2,Pass,Good
STU_1837,Female,16,Bachelor,15.4,57.6,60.9,Yes,No,No,No,Excellent,20,1,56.2,Fail,Satisfactory
STU_1838,Male,17,Bachelor,22.1,78.8,86.3,Yes,Yes,No,Yes,Good,8,0,93.0,Pass,Excellent
STU_1839,Male,16,Some College,5.1,83.5,77.1,Yes,Yes,Yes,Yes,Fair,7,0,70.9,Pass,Good
STU_1840,Female,17,Bachelor,5.4,55.7,60.8,No,Yes,No,Yes,Good,19,1,48.5,Fail,At Risk
STU_1841,Male,17,High School,16.6,55.7,50.6,No,No,No,No,Good,18,2,45.7,Fail,At Risk
STU_1842,Female,18,Some College,6.5,90.8,78.2,No,Yes,Yes,Yes,Excellent,8,0,77.5,Pass,Good
STU_1843,Male,18,Some College,13.1,73.7,68.5,No,Yes,No,Yes,Good,10,2,63.8,Pass,Satisfactory
STU_1844,Female,17,Some College,8.7,80.6,78.3,Yes,Yes,Yes,Yes,Good,7,0,77.6,Pass,Good
STU_1845,Female,16,Some College,7.0,84.2,59.4,No,Yes,No,Yes,Fair,9,0,62.9,Pass,Satisfactory
STU_1846,Female,16,High School,10.9,88.2,79.0,Yes,Yes,No,Yes,Good,6,0,80.2,Pass,Good
STU_1847,Male,16,Some College,16.7,97.8,78.7,No,No,No,No,Excellent,3,1,79.9,Pass,Good
STU_1848,Female,15,Bachelor,14.2,82.2,81.8,Yes,Yes,No,Yes,Excellent,7,0,83.5,Pass,Good
STU_1849,Male,16,High School,7.6,89.5,72.6,No,Yes,Yes,Yes,Fair,7,0,70.8,Pass,Good
STU_1850,Female,16,Master/Doctorate,8.9,93.4,77.3,No,No,No,No,Fair,3,0,77.5,Pass,Good
STU_1851,Male,20,Bachelor,13.2,75.4,68.1,No,No,No,Yes,Good,9,0,73.0,Pass,Good
STU_1852,Female,17,Bachelor,9.2,94.4,84.1,No,Yes,Yes,Yes,Good,3,0,85.9,Pass,Excellent
STU_1853,Male,16,Some College,18.0,85.8,82.6,No,No,No,Yes,Excellent,7,0,83.9,Pass,Good
STU_1854,Female,17,Bachelor,1.7,71.2,59.9,No,Yes,No,Yes,Good,11,0,55.4,Fail,Satisfactory
STU_1855,Female,16,None,5.2,93.4,72.9,Yes,Yes,Yes,Yes,Good,2,0,71.7,Pass,Good
STU_1856,Female,17,Bachelor,10.5,70.6,67.6,Yes,Yes,Yes,Yes,Excellent,12,1,66.1,Pass,Satisfactory
STU_1857,Female,17,None,6.1,66.3,58.2,Yes,Yes,Yes,No,Good,14,1,51.2,Fail,At Risk
STU_1858,Male,17,Master/Doctorate,17.0,68.3,77.8,Yes,Yes,No,No,Fair,14,0,74.1,Pass,Good
STU_1859,Female,17,Master/Doctorate,5.4,87.0,75.8,Yes,Yes,No,Yes,Good,7,0,72.0,Pass,Good
STU_1860,Male,21,High School,8.4,90.1,83.1,Yes,Yes,No,Yes,Excellent,3,0,77.5,Pass,Good
STU_1861,Female,19,High School,5.0,78.8,80.6,Yes,Yes,No,Yes,Excellent,7,0,72.0,Pass,Good
STU_1862,Male,17,Bachelor,7.5,91.2,77.5,No,Yes,No,No,Good,3,0,76.8,Pass,Good
STU_1863,Female,17,High School,2.5,66.0,50.4,No,Yes,No,Yes,Good,13,1,49.6,Fail,At Risk
STU_1864,Female,17,Bachelor,3.4,88.5,83.8,Yes,Yes,Yes,Yes,Excellent,6,0,83.5,Pass,Good
STU_1865,Male,16,High School,21.5,78.4,85.3,Yes,Yes,No,No,Good,10,0,84.7,Pass,Good
STU_1866,Female,17,High School,8.0,76.9,57.2,Yes,Yes,No,No,Good,10,2,56.6,Fail,Satisfactory
STU_1867,Female,15,Master/Doctorate,6.4,77.9,72.6,Yes,Yes,No,No,Excellent,8,2,63.4,Pass,Satisfactory
STU_1868,Male,17,Bachelor,4.0,84.4,66.2,No,Yes,No,Yes,Excellent,6,1,64.2,Pass,Satisfactory
STU_1869,Male,17,Bachelor,4.4,88.3,71.9,Yes,Yes,Yes,No,Good,5,0,74.6,Pass,Good
STU_1870,Female,16,High School,20.2,40.0,51.2,No,Yes,No,No,Good,22,0,52.7,Fail,At Risk
STU_1871,Female,20,Bachelor,8.3,88.1,73.9,No,No,Yes,Yes,Good,6,0,74.2,Pass,Good
STU_1872,Male,19,Some College,14.0,94.2,85.2,No,Yes,No,Yes,Fair,3,0,84.5,Pass,Good
STU_1873,Female,18,Some College,1.0,89.9,79.2,Yes,Yes,Yes,Yes,Excellent,5,0,73.2,Pass,Good
STU_1874,Female,17,Bachelor,5.6,82.4,64.4,No,Yes,No,No,Good,8,0,66.6,Pass,Satisfactory
STU_1875,Female,18,Some College,18.6,81.4,79.8,Yes,No,Yes,Yes,Excellent,8,0,83.1,Pass,Good
STU_1876,Male,16,Some College,5.9,96.0,88.1,Yes,Yes,Yes,Yes,Fair,1,0,80.2,Pass,Good
STU_1877,Male,18,High School,4.2,84.4,62.1,Yes,Yes,Yes,Yes,Good,7,1,61.6,Pass,Satisfactory
STU_1878,Female,16,Bachelor,10.0,87.3,77.3,Yes,Yes,Yes,No,Poor,6,0,80.2,Pass,Good
STU_1879,Female,18,High School,3.0,68.6,53.5,Yes,Yes,Yes,Yes,Excellent,15,2,50.5,Fail,At Risk
STU_1880,Female,16,Bachelor,2.6,92.4,75.5,Yes,Yes,No,Yes,Good,7,0,75.8,Pass,Good
STU_1881,Male,18,High School,17.0,82.2,73.4,No,Yes,No,Yes,Good,8,1,74.7,Pass,Good
STU_1882,Female,19,Some College,5.0,63.2,54.0,No,Yes,Yes,No,Poor,14,1,47.1,Fail,At Risk
STU_1883,Female,16,Bachelor,11.0,94.0,90.5,Yes,Yes,Yes,Yes,Fair,5,0,93.6,Pass,Excellent
STU_1884,Male,17,High School,20.6,94.0,86.5,Yes,Yes,No,Yes,Poor,2,0,88.4,Pass,Excellent
STU_1885,Female,20,None,8.1,84.6,69.6,No,Yes,No,No,Fair,7,1,61.3,Pass,Satisfactory
STU_1886,Male,17,High School,10.8,66.5,57.4,Yes,Yes,No,Yes,Good,12,3,38.7,Fail,At Risk
STU_1887,Female,18,Some College,2.6,93.7,68.9,No,Yes,No,No,Good,4,0,72.8,Pass,Good
STU_1888,Female,17,Bachelor,4.7,92.6,65.7,No,No,Yes,Yes,Good,5,0,69.5,Pass,Satisfactory
STU_1889,Female,17,None,18.5,58.1,78.9,Yes,Yes,Yes,Yes,Good,18,0,73.0,Pass,Good
STU_1890,Male,16,Bachelor,6.4,85.8,84.3,Yes,Yes,Yes,Yes,Fair,7,0,82.7,Pass,Good
STU_1891,Male,16,High School,3.4,71.0,70.4,Yes,Yes,No,Yes,Fair,12,0,68.9,Pass,Satisfactory
STU_1892,Male,18,Some College,10.5,94.6,85.5,Yes,Yes,No,Yes,Fair,3,0,83.2,Pass,Good
STU_1893,Female,17,Master/Doctorate,15.6,74.7,77.7,Yes,Yes,No,Yes,Excellent,9,0,78.6,Pass,Good
STU_1894,Male,17,High School,5.9,76.7,72.7,No,Yes,Yes,No,Good,8,0,73.1,Pass,Good
STU_1895,Female,17,Some College,10.5,54.8,56.9,Yes,No,Yes,Yes,Fair,17,2,48.5,Fail,At Risk
STU_1896,Female,17,None,12.9,82.0,84.1,Yes,Yes,Yes,Yes,Fair,10,0,77.4,Pass,Good
STU_1897,Male,18,High School,7.1,90.0,77.5,No,Yes,No,Yes,Excellent,3,0,68.2,Pass,Satisfactory
STU_1898,Female,20,High School,6.5,91.7,77.9,Yes,Yes,Yes,No,Good,3,0,81.9,Pass,Good
STU_1899,Female,17,None,20.2,69.6,70.0,Yes,Yes,No,Yes,Good,11,2,63.4,Pass,Satisfactory
STU_1900,Female,18,Some College,3.6,62.6,64.4,Yes,Yes,Yes,Yes,Good,14,0,62.2,Pass,Satisfactory
STU_1901,Female,18,Some College,8.5,81.1,77.5,Yes,Yes,No,Yes,Fair,8,0,72.5,Pass,Good
STU_1902,Female,17,Some College,7.4,91.9,70.0,No,Yes,No,Yes,Excellent,4,0,73.7,Pass,Good
STU_1903,Male,19,High School,7.4,88.6,56.4,Yes,No,No,Yes,Excellent,5,0,58.9,Fail,Satisfactory
STU_1904,Female,16,High School,12.5,79.6,65.7,No,Yes,No,No,Good,7,0,68.0,Pass,Satisfactory
STU_1905,Male,16,Bachelor,10.9,89.2,77.4,Yes,No,No,Yes,Excellent,5,0,78.8,Pass,Good
STU_1906,Male,18,Master/Doctorate,9.3,82.1,73.9,Yes,Yes,No,No,Excellent,8,1,74.2,Pass,Good
STU_1907,Female,17,None,2.6,89.2,64.9,Yes,Yes,No,Yes,Fair,6,0,64.5,Pass,Satisfactory
